customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,InternetService,OnlineSecurity,TechSupport,StreamingTV,MonthlyCharges,TotalCharges,Churn
CUST01231,Male,0,Yes,No,10,Month-to-month,No,Electronic check,DSL,No,Yes,No,75.99,759.9,Yes
CUST01232,Female,1,No,Yes,51,One year,No,Mailed check,DSL,No,Yes,Yes,44.48,2268.48,Yes
CUST01233,Male,0,Yes,No,38,Month-to-month,Yes,Electronic check,Fiber optic,No,Yes,No,34.84,1323.92,No
CUST01234,Male,0,Yes,No,1,One year,No,Credit card,DSL,Yes,Yes,No,42.67,42.67,No
CUST01235,Female,0,No,No,8,Month-to-month,No,Bank transfer,Fiber optic,Yes,No,Yes,45.11,360.88,No
CUST01236,Female,0,Yes,No,63,Month-to-month,No,Bank transfer,DSL,No,Yes,No,70.41,4435.83,No
CUST01237,Male,0,No,No,33,One year,Yes,Credit card,Fiber optic,Yes,No,No,58.59,1933.47,No
CUST01238,Female,0,No,No,15,Month-to-month,Yes,Credit card,Fiber optic,Yes,No,No,27.55,413.25,Yes
CUST01239,Male,0,Yes,Yes,31,One year,No,Mailed check,DSL,Yes,Yes,No,73.6,2281.6,No
CUST01240,Male,0,No,Yes,21,One year,No,Credit card,DSL,No,No,Yes,98.77,2074.17,No
CUST01241,Male,1,No,No,3,Two year,Yes,Credit card,DSL,No,Yes,No,77.42,232.26,No
CUST01242,Female,0,Yes,No,66,Month-to-month,Yes,Credit card,DSL,No,Yes,No,117.45,7751.7,No
CUST01243,Male,0,Yes,Yes,35,Month-to-month,Yes,Bank transfer,Fiber optic,Yes,Yes,No,29.92,1047.2,Yes
CUST01244,Male,0,Yes,No,41,One year,Yes,Credit card,Fiber optic,No,No,No,102.12,4186.92,Yes
CUST01245,Male,0,Yes,No,59,One year,No,Electronic check,Fiber optic,No,Yes,No,70.57,4163.63,No
CUST01246,Female,0,Yes,No,16,One year,Yes,Electronic check,DSL,Yes,No,Yes,72.16,1154.56,No
CUST01247,Female,0,Yes,No,56,Month-to-month,Yes,Bank transfer,DSL,Yes,Yes,No,71.91,4026.96,Yes
CUST01248,Female,0,No,No,45,Month-to-month,Yes,Mailed check,DSL,No,No,No,52.53,2363.85,Yes
CUST01249,Female,0,Yes,Yes,59,Month-to-month,Yes,Mailed check,Fiber optic,No,Yes,No,52.46,3095.14,Yes
CUST01250,Female,1,Yes,Yes,50,One year,No,Bank transfer,Fiber optic,No,No,Yes,83.18,4159.0,Yes
CUST01251,Male,1,No,No,12,Month-to-month,No,Electronic check,DSL,Yes,Yes,No,24.48,293.76,Yes
CUST01252,Female,1,No,Yes,12,Month-to-month,No,Bank transfer,Fiber optic,No,No,Yes,78.88,946.56,No
CUST01253,Female,0,Yes,No,33,One year,No,Credit card,DSL,Yes,Yes,No,92.46,3051.18,No
CUST01254,Female,0,Yes,No,49,Month-to-month,Yes,Bank transfer,No,No,No,No,55.63,2725.87,Yes
CUST01255,Male,0,No,No,21,Month-to-month,No,Mailed check,DSL,No,Yes,Yes,41.74,876.54,Yes
CUST01256,Female,0,Yes,No,60,Month-to-month,No,Electronic check,Fiber optic,Yes,No,No,41.34,2480.4,Yes
CUST01257,Female,0,Yes,No,52,Month-to-month,Yes,Mailed check,DSL,No,Yes,No,28.18,1465.36,No
CUST01258,Male,0,No,No,54,Month-to-month,No,Mailed check,Fiber optic,Yes,Yes,Yes,28.97,1564.38,No
CUST01259,Female,0,Yes,No,39,Month-to-month,No,Electronic check,DSL,No,Yes,No,36.67,1430.13,Yes
CUST01260,Male,0,No,No,49,Month-to-month,No,Credit card,DSL,No,No,No,21.92,1074.08,No
CUST01261,Male,0,Yes,No,64,Month-to-month,Yes,Electronic check,DSL,No,No,No,46.62,2983.68,No
CUST01262,Male,0,No,Yes,26,Month-to-month,Yes,Electronic check,No,No,Yes,Yes,50.64,1316.64,Yes
CUST01263,Male,0,No,No,71,One year,Yes,Bank transfer,No,No,No,Yes,119.52,8485.92,No
CUST01264,Male,0,No,Yes,7,Month-to-month,No,Electronic check,DSL,Yes,Yes,No,119.17,834.19,No
CUST01265,Female,0,Yes,Yes,62,Month-to-month,Yes,Bank transfer,Fiber optic,No,Yes,No,38.7,2399.4,Yes
CUST01266,Male,0,No,No,24,Month-to-month,Yes,Mailed check,Fiber optic,No,Yes,Yes,41.3,991.2,No
CUST01267,Male,0,Yes,Yes,40,Month-to-month,No,Electronic check,DSL,Yes,No,No,69.19,2767.6,No
CUST01268,Female,0,No,No,47,Month-to-month,Yes,Credit card,DSL,No,Yes,No,34.88,1639.36,Yes
CUST01269,Male,0,No,No,8,Month-to-month,No,Bank transfer,No,Yes,No,Yes,70.4,563.2,Yes
CUST01270,Female,0,No,No,54,One year,No,Bank transfer,Fiber optic,No,No,Yes,59.94,3236.76,Yes
CUST01271,Female,0,Yes,No,9,Month-to-month,Yes,Credit card,DSL,No,Yes,Yes,52.46,472.14,Yes
CUST01272,Female,1,Yes,Yes,3,One year,No,Bank transfer,DSL,Yes,No,No,102.26,306.78,Yes
CUST01273,Male,0,No,Yes,54,Month-to-month,No,Bank transfer,DSL,Yes,No,No,102.81,5551.74,No
CUST01274,Male,0,Yes,No,21,Month-to-month,No,Credit card,Fiber optic,No,No,Yes,118.79,2494.59,Yes
CUST01275,Male,0,Yes,Yes,48,Month-to-month,Yes,Mailed check,DSL,Yes,Yes,No,42.31,2030.88,No
CUST01276,Female,1,Yes,Yes,47,One year,No,Electronic check,Fiber optic,No,Yes,No,108.83,5115.01,Yes
CUST01277,Male,0,No,Yes,68,Month-to-month,Yes,Electronic check,DSL,Yes,No,No,73.78,5017.04,No
CUST01278,Male,0,Yes,No,63,Month-to-month,Yes,Electronic check,DSL,Yes,No,No,79.15,4986.45,No
CUST01279,Male,0,No,Yes,16,Month-to-month,No,Electronic check,DSL,Yes,Yes,Yes,109.63,1754.08,No
CUST01280,Female,1,No,Yes,5,Month-to-month,No,Electronic check,Fiber optic,Yes,Yes,No,114.26,571.3,Yes
CUST01281,Female,0,No,Yes,11,Two year,No,Electronic check,DSL,Yes,No,Yes,92.68,1019.48,Yes
CUST01282,Male,0,Yes,No,29,Month-to-month,No,Bank transfer,Fiber optic,No,Yes,No,54.78,1588.62,Yes
CUST01283,Male,0,No,Yes,70,One year,No,Electronic check,DSL,No,Yes,Yes,68.97,4827.9,No
CUST01284,Male,0,Yes,Yes,48,One year,Yes,Bank transfer,Fiber optic,Yes,No,Yes,81.51,3912.48,No
CUST01285,Male,0,Yes,No,15,Month-to-month,Yes,Credit card,DSL,No,Yes,No,102.86,1542.9,No
CUST01286,Female,0,No,Yes,34,Month-to-month,No,Mailed check,Fiber optic,Yes,No,Yes,85.79,2916.86,Yes
CUST01287,Female,0,No,No,60,One year,Yes,Bank transfer,Fiber optic,No,No,No,56.54,3392.4,No
CUST01288,Female,0,No,No,62,Month-to-month,Yes,Mailed check,DSL,Yes,No,No,61.79,3830.98,No
CUST01289,Female,0,Yes,No,2,Month-to-month,Yes,Credit card,DSL,Yes,No,Yes,25.04,50.08,No
CUST01290,Male,1,Yes,No,19,One year,No,Electronic check,Fiber optic,No,Yes,Yes,112.43,2136.17,Yes
CUST01291,Male,0,No,No,49,One year,Yes,Mailed check,DSL,Yes,Yes,Yes,28.81,1411.69,No
CUST01292,Male,0,No,No,28,One year,Yes,Mailed check,Fiber optic,No,Yes,Yes,77.99,2183.72,No
CUST01293,Female,0,Yes,Yes,48,One year,Yes,Credit card,DSL,Yes,Yes,No,107.17,5144.16,No
CUST01294,Male,0,Yes,No,37,Month-to-month,No,Credit card,Fiber optic,Yes,No,No,62.09,2297.33,Yes
CUST01295,Female,0,No,Yes,49,Month-to-month,Yes,Credit card,Fiber optic,Yes,Yes,Yes,100.01,4900.49,Yes
CUST01296,Female,0,Yes,Yes,48,Month-to-month,No,Bank transfer,DSL,No,No,Yes,100.38,4818.24,Yes
CUST01297,Male,0,Yes,No,29,One year,Yes,Bank transfer,Fiber optic,Yes,No,Yes,25.98,753.42,No
CUST01298,Male,0,Yes,Yes,60,Two year,No,Mailed check,Fiber optic,No,No,No,61.21,3672.6,Yes
CUST01299,Male,0,Yes,Yes,29,Month-to-month,Yes,Credit card,DSL,No,Yes,Yes,89.1,2583.9,No
CUST01300,Female,0,Yes,Yes,58,Month-to-month,No,Mailed check,DSL,No,No,No,62.24,3609.92,Yes
CUST01301,Male,0,Yes,No,48,Month-to-month,Yes,Electronic check,Fiber optic,No,No,No,74.52,3576.96,Yes
CUST01302,Female,1,No,Yes,23,Two year,No,Credit card,DSL,Yes,Yes,Yes,79.45,1827.35,Yes
CUST01303,Male,0,Yes,Yes,27,Month-to-month,No,Bank transfer,No,Yes,No,No,35.12,948.24,No
CUST01304,Female,1,No,No,7,Month-to-month,Yes,Credit card,Fiber optic,Yes,Yes,No,61.2,428.4,Yes
CUST01305,Female,0,No,Yes,49,Two year,Yes,Mailed check,DSL,Yes,Yes,No,22.85,1119.65,No
CUST01306,Male,1,Yes,Yes,54,One year,No,Bank transfer,Fiber optic,No,No,Yes,34.96,1887.84,Yes
CUST01307,Female,0,No,Yes,68,Month-to-month,No,Electronic check,DSL,No,No,Yes,71.23,4843.64,Yes
CUST01308,Female,0,No,No,42,Two year,Yes,Electronic check,Fiber optic,No,Yes,No,77.36,3249.12,Yes
CUST01309,Male,0,No,Yes,59,Month-to-month,No,Mailed check,DSL,Yes,Yes,Yes,34.62,2042.58,No
CUST01310,Female,0,Yes,Yes,44,Month-to-month,Yes,Credit card,Fiber optic,No,No,No,95.56,4204.64,Yes
CUST01311,Male,0,No,No,26,Month-to-month,Yes,Electronic check,Fiber optic,No,No,Yes,57.3,1489.8,Yes
CUST01312,Female,0,Yes,No,23,One year,No,Mailed check,Fiber optic,Yes,No,No,112.06,2577.38,No
CUST01313,Male,0,No,No,8,One year,Yes,Bank transfer,DSL,Yes,No,Yes,58.77,470.16,No
CUST01314,Male,0,No,Yes,53,Month-to-month,No,Bank transfer,DSL,Yes,No,Yes,34.98,1853.94,No
CUST01315,Female,0,No,No,14,Two year,Yes,Mailed check,DSL,Yes,No,No,95.8,1341.2,No
CUST01316,Female,0,No,No,71,Month-to-month,Yes,Credit card,DSL,Yes,No,Yes,76.78,5451.38,No
CUST01317,Female,0,Yes,No,7,One year,Yes,Credit card,DSL,Yes,No,No,58.67,410.69,No
CUST01318,Female,0,No,Yes,9,One year,Yes,Credit card,Fiber optic,Yes,No,Yes,55.6,500.4,No
CUST01319,Female,0,No,No,3,Month-to-month,Yes,Credit card,Fiber optic,No,No,Yes,35.08,105.24,Yes
CUST01320,Male,0,Yes,No,17,Month-to-month,Yes,Mailed check,DSL,No,Yes,Yes,54.08,919.36,Yes
CUST01321,Female,0,Yes,No,44,Two year,Yes,Mailed check,DSL,No,Yes,Yes,22.93,1008.92,No
CUST01322,Male,0,Yes,No,46,Month-to-month,Yes,Bank transfer,Fiber optic,Yes,Yes,No,70.24,3231.04,No
CUST01323,Male,0,No,No,58,One year,Yes,Bank transfer,Fiber optic,Yes,Yes,No,109.67,6360.86,No
CUST01324,Female,0,Yes,Yes,28,Month-to-month,Yes,Credit card,Fiber optic,No,No,No,99.53,2786.84,Yes
CUST01325,Male,0,Yes,Yes,14,One year,Yes,Electronic check,DSL,Yes,Yes,No,22.85,319.9,No
CUST01326,Male,0,Yes,No,9,Month-to-month,Yes,Electronic check,Fiber optic,No,No,Yes,108.13,973.17,Yes
CUST01327,Male,0,Yes,No,26,Month-to-month,No,Bank transfer,Fiber optic,Yes,No,Yes,65.23,1695.98,Yes
CUST01328,Male,0,Yes,No,2,Month-to-month,No,Bank transfer,DSL,No,No,No,39.09,78.18,No
CUST01329,Female,0,Yes,Yes,34,Two year,Yes,Mailed check,Fiber optic,No,No,No,95.24,3238.16,Yes
CUST01330,Male,0,No,Yes,19,Month-to-month,Yes,Bank transfer,Fiber optic,Yes,No,No,52.29,993.51,Yes
CUST01331,Female,0,Yes,Yes,39,Month-to-month,No,Bank transfer,DSL,Yes,Yes,No,45.33,1767.87,No
CUST01332,Female,0,No,Yes,13,Two year,Yes,Credit card,Fiber optic,Yes,Yes,Yes,36.13,469.69,No
CUST01333,Male,0,Yes,No,5,One year,Yes,Electronic check,Fiber optic,Yes,Yes,No,68.66,343.3,No
CUST01334,Female,0,Yes,No,50,Month-to-month,Yes,Electronic check,Fiber optic,No,No,Yes,29.34,1467.0,Yes
CUST01335,Female,0,Yes,No,23,Two year,No,Mailed check,Fiber optic,No,Yes,Yes,98.56,2266.88,No
CUST01336,Female,0,No,No,29,One year,Yes,Electronic check,DSL,No,Yes,Yes,67.07,1945.03,No
CUST01337,Male,1,Yes,Yes,26,Month-to-month,No,Credit card,Fiber optic,No,No,Yes,64.7,1682.2,Yes
CUST01338,Female,0,Yes,No,57,Month-to-month,No,Credit card,Fiber optic,No,No,Yes,20.19,1150.83,No
CUST01339,Female,1,Yes,Yes,1,One year,Yes,Mailed check,No,No,Yes,Yes,101.79,101.79,No
CUST01340,Female,0,Yes,Yes,28,One year,No,Bank transfer,DSL,Yes,No,Yes,69.28,1939.84,No
CUST01341,Male,0,No,No,62,Month-to-month,No,Bank transfer,DSL,No,No,No,63.99,3967.38,Yes
CUST01342,Female,0,No,Yes,47,Month-to-month,No,Credit card,No,Yes,Yes,No,96.14,4518.58,No
CUST01343,Male,0,No,Yes,59,Month-to-month,Yes,Mailed check,Fiber optic,No,Yes,Yes,26.29,1551.11,Yes
CUST01344,Male,0,No,No,31,Month-to-month,Yes,Credit card,No,Yes,No,No,56.67,1756.77,Yes
CUST01345,Male,0,No,Yes,70,Month-to-month,No,Electronic check,DSL,Yes,No,Yes,77.57,5429.9,No
CUST01346,Male,0,Yes,Yes,49,Month-to-month,Yes,Electronic check,DSL,No,Yes,No,66.06,3236.94,Yes
CUST01347,Male,1,Yes,No,5,One year,No,Credit card,DSL,Yes,Yes,No,38.16,190.8,Yes
CUST01348,Male,0,Yes,Yes,31,One year,Yes,Bank transfer,Fiber optic,No,Yes,No,49.93,1547.83,No
CUST01349,Female,0,No,Yes,37,Month-to-month,Yes,Electronic check,Fiber optic,Yes,No,No,50.02,1850.74,Yes
CUST01350,Male,0,Yes,No,15,Month-to-month,No,Mailed check,Fiber optic,No,Yes,No,119.2,1788.0,No
CUST01351,Female,0,No,Yes,52,Month-to-month,Yes,Bank transfer,DSL,Yes,Yes,No,52.62,2736.24,No
CUST01352,Female,0,Yes,No,69,Month-to-month,No,Electronic check,DSL,No,Yes,No,40.52,2795.88,No
CUST01353,Male,0,No,Yes,11,Two year,Yes,Credit card,Fiber optic,No,No,No,102.26,1124.86,No
CUST01354,Female,1,Yes,Yes,43,One year,No,Bank transfer,Fiber optic,No,No,Yes,62.12,2671.16,Yes
CUST01355,Female,0,Yes,No,70,Month-to-month,Yes,Bank transfer,Fiber optic,Yes,Yes,Yes,64.39,4507.3,Yes
CUST01356,Female,0,Yes,No,23,Month-to-month,No,Electronic check,DSL,No,No,Yes,74.89,1722.47,No
CUST01357,Female,0,Yes,Yes,40,Month-to-month,Yes,Mailed check,Fiber optic,No,Yes,No,79.57,3182.8,Yes
CUST01358,Male,0,No,No,63,One year,Yes,Electronic check,DSL,No,Yes,Yes,79.06,4980.78,No
CUST01359,Female,0,Yes,Yes,2,Month-to-month,No,Electronic check,Fiber optic,No,Yes,Yes,23.45,46.9,No
CUST01360,Male,0,Yes,No,47,One year,Yes,Electronic check,Fiber optic,Yes,No,No,101.88,4788.36,No
CUST01361,Female,0,Yes,Yes,30,One year,No,Electronic check,No,Yes,Yes,Yes,39.49,1184.7,No
CUST01362,Female,0,No,Yes,16,Month-to-month,Yes,Electronic check,Fiber optic,Yes,No,Yes,49.23,787.68,Yes
CUST01363,Male,0,Yes,Yes,59,Two year,No,Credit card,DSL,No,No,No,37.34,2203.06,No
CUST01364,Female,0,Yes,Yes,47,One year,No,Electronic check,DSL,Yes,Yes,No,96.71,4545.37,No
CUST01365,Female,0,Yes,Yes,30,One year,No,Mailed check,No,Yes,No,Yes,78.37,2351.1,No
CUST01366,Female,0,Yes,No,9,Two year,No,Bank transfer,DSL,Yes,Yes,No,95.53,859.77,No
CUST01367,Male,0,Yes,No,65,Month-to-month,No,Credit card,DSL,Yes,Yes,No,85.34,5547.1,No
CUST01368,Female,0,No,Yes,59,Month-to-month,No,Mailed check,No,Yes,Yes,Yes,30.42,1794.78,No
CUST01369,Male,0,No,Yes,64,Two year,No,Electronic check,Fiber optic,Yes,Yes,No,50.15,3209.6,No
CUST01370,Female,0,No,No,8,One year,No,Mailed check,Fiber optic,No,No,Yes,70.73,565.84,Yes
CUST01371,Male,0,Yes,No,52,Two year,Yes,Bank transfer,DSL,No,Yes,No,50.49,2625.48,No
CUST01372,Male,0,No,No,18,Month-to-month,Yes,Mailed check,Fiber optic,Yes,Yes,No,40.73,733.14,No
CUST01373,Female,0,Yes,No,58,One year,Yes,Electronic check,DSL,No,Yes,Yes,106.98,6204.84,No
CUST01374,Female,0,Yes,No,49,Month-to-month,Yes,Bank transfer,DSL,No,Yes,No,94.78,4644.22,Yes
CUST01375,Male,0,Yes,Yes,32,Month-to-month,No,Electronic check,DSL,No,No,No,54.52,1744.64,Yes
CUST01376,Male,0,Yes,Yes,48,Month-to-month,No,Electronic check,DSL,No,No,Yes,96.5,4632.0,Yes
CUST01377,Female,0,No,No,45,Month-to-month,Yes,Credit card,No,No,Yes,No,82.75,3723.75,No
CUST01378,Male,1,No,No,54,Month-to-month,Yes,Bank transfer,Fiber optic,Yes,No,No,20.38,1100.52,Yes
CUST01379,Female,0,No,No,46,One year,No,Bank transfer,Fiber optic,Yes,Yes,No,58.03,2669.38,No
CUST01380,Female,0,Yes,No,31,Month-to-month,Yes,Electronic check,No,No,Yes,No,49.05,1520.55,No
CUST01381,Female,0,No,No,37,Month-to-month,No,Mailed check,DSL,Yes,Yes,Yes,41.79,1546.23,No
CUST01382,Female,0,No,No,16,Month-to-month,Yes,Bank transfer,DSL,Yes,No,No,45.16,722.56,Yes
CUST01383,Male,1,Yes,No,46,Month-to-month,No,Mailed check,Fiber optic,Yes,Yes,No,114.24,5255.04,No
CUST01384,Female,0,No,No,46,Two year,No,Mailed check,Fiber optic,Yes,No,No,68.63,3156.98,Yes
CUST01385,Male,1,Yes,No,61,Month-to-month,Yes,Bank transfer,Fiber optic,Yes,No,No,104.77,6390.97,Yes
CUST01386,Female,1,No,Yes,46,Month-to-month,Yes,Mailed check,DSL,Yes,Yes,No,41.42,1905.32,Yes
CUST01387,Male,1,No,No,51,One year,No,Bank transfer,Fiber optic,Yes,No,Yes,37.44,1909.44,Yes
CUST01388,Female,0,No,No,62,One year,Yes,Credit card,DSL,No,Yes,No,108.88,6750.56,No
CUST01389,Male,0,Yes,Yes,35,One year,Yes,Bank transfer,DSL,No,No,Yes,69.57,2434.95,No
CUST01390,Male,0,No,Yes,42,One year,No,Bank transfer,DSL,No,No,Yes,109.52,4599.84,No
CUST01391,Female,0,No,Yes,45,Two year,Yes,Bank transfer,DSL,Yes,No,Yes,26.3,1183.5,No
CUST01392,Female,0,No,No,68,Month-to-month,Yes,Credit card,DSL,No,No,Yes,111.64,7591.52,Yes
CUST01393,Female,0,No,No,47,Two year,No,Mailed check,DSL,Yes,Yes,No,61.54,2892.38,No
CUST01394,Female,0,Yes,No,30,One year,No,Credit card,No,No,Yes,Yes,35.54,1066.2,No
CUST01395,Male,0,Yes,No,24,Month-to-month,No,Mailed check,No,No,Yes,No,88.34,2120.16,Yes
CUST01396,Female,0,No,Yes,66,One year,Yes,Bank transfer,Fiber optic,Yes,Yes,No,99.69,6579.54,No
CUST01397,Male,0,No,No,43,One year,No,Bank transfer,No,No,Yes,Yes,24.74,1063.82,Yes
CUST01398,Male,0,No,No,34,Month-to-month,Yes,Credit card,No,Yes,Yes,Yes,118.72,4036.48,Yes
CUST01399,Female,0,Yes,Yes,23,Month-to-month,Yes,Credit card,DSL,No,Yes,No,89.7,2063.1,Yes
CUST01400,Male,0,No,No,61,Two year,Yes,Credit card,Fiber optic,No,No,Yes,52.14,3180.54,No
CUST01401,Male,0,No,No,37,Month-to-month,Yes,Credit card,No,Yes,No,No,35.13,1299.81,Yes
CUST01402,Male,0,Yes,No,13,Month-to-month,No,Bank transfer,Fiber optic,No,Yes,Yes,59.25,770.25,Yes
CUST01403,Male,1,Yes,No,71,One year,Yes,Bank transfer,DSL,No,Yes,No,42.06,2986.26,No
CUST01404,Female,0,Yes,Yes,7,Month-to-month,Yes,Electronic check,Fiber optic,No,No,No,69.42,485.94,Yes
CUST01405,Female,0,No,Yes,42,Month-to-month,Yes,Credit card,DSL,No,No,Yes,98.19,4123.98,Yes
CUST01406,Female,0,Yes,Yes,38,One year,No,Credit card,DSL,No,Yes,Yes,86.01,3268.38,No
CUST01407,Female,0,Yes,Yes,52,One year,No,Mailed check,DSL,Yes,Yes,Yes,63.59,3306.68,No
CUST01408,Male,0,No,No,44,Month-to-month,No,Mailed check,DSL,Yes,No,Yes,31.89,1403.16,No
CUST01409,Male,0,Yes,No,64,Two year,Yes,Bank transfer,DSL,Yes,No,No,115.72,7406.08,No
CUST01410,Female,0,No,No,13,Month-to-month,Yes,Electronic check,Fiber optic,Yes,No,Yes,47.04,611.52,Yes
CUST01411,Female,0,No,Yes,28,Month-to-month,No,Credit card,DSL,Yes,No,No,47.78,1337.84,Yes
CUST01412,Female,0,Yes,Yes,1,Month-to-month,No,Electronic check,DSL,Yes,No,No,84.55,84.55,No
CUST01413,Male,0,No,Yes,43,One year,Yes,Electronic check,DSL,No,Yes,No,97.05,4173.15,No
CUST01414,Female,1,Yes,No,42,Month-to-month,No,Bank transfer,Fiber optic,Yes,No,No,118.42,4973.64,Yes
CUST01415,Female,1,Yes,No,50,Month-to-month,Yes,Electronic check,No,Yes,Yes,Yes,116.92,5846.0,Yes
CUST01416,Female,0,Yes,Yes,60,One year,No,Credit card,DSL,No,No,Yes,111.38,6682.8,No
CUST01417,Male,0,No,Yes,1,Month-to-month,Yes,Bank transfer,DSL,No,Yes,No,63.53,63.53,Yes
CUST01418,Male,0,Yes,No,51,One year,Yes,Electronic check,Fiber optic,Yes,Yes,No,36.67,1870.17,No
CUST01419,Male,0,No,No,16,Month-to-month,Yes,Bank transfer,Fiber optic,No,Yes,Yes,78.45,1255.2,Yes
CUST01420,Male,0,No,No,39,Two year,No,Bank transfer,DSL,No,Yes,Yes,21.73,847.47,No
CUST01421,Male,1,No,Yes,15,Month-to-month,No,Mailed check,DSL,No,Yes,No,39.62,594.3,Yes
CUST01422,Male,0,Yes,Yes,33,Month-to-month,Yes,Bank transfer,Fiber optic,No,No,No,20.25,668.25,Yes
CUST01423,Male,0,No,Yes,53,Month-to-month,No,Electronic check,DSL,Yes,Yes,No,38.05,2016.65,No
CUST01424,Male,0,No,Yes,17,Two year,Yes,Mailed check,No,Yes,No,Yes,67.48,1147.16,No
CUST01425,Female,1,Yes,No,6,One year,No,Credit card,DSL,No,Yes,Yes,59.33,355.98,No
CUST01426,Female,0,Yes,No,31,Month-to-month,No,Credit card,DSL,No,No,Yes,56.93,1764.83,No
CUST01427,Male,0,No,No,69,One year,Yes,Credit card,Fiber optic,No,Yes,No,103.1,7113.9,No
CUST01428,Male,0,No,Yes,40,Month-to-month,No,Credit card,Fiber optic,Yes,Yes,Yes,87.5,3500.0,Yes
CUST01429,Female,0,Yes,No,30,Two year,No,Credit card,DSL,No,No,No,113.64,3409.2,Yes
CUST01430,Male,0,No,No,69,Two year,Yes,Electronic check,No,Yes,No,Yes,64.53,4452.57,No
CUST01431,Male,1,No,No,7,Two year,Yes,Bank transfer,Fiber optic,Yes,No,No,47.22,330.54,Yes
CUST01432,Male,0,No,No,13,Two year,Yes,Mailed check,DSL,No,No,Yes,32.27,419.51,Yes
CUST01433,Female,0,No,No,4,Two year,Yes,Bank transfer,Fiber optic,No,No,No,87.2,348.8,Yes
CUST01434,Female,0,Yes,Yes,50,Month-to-month,No,Bank transfer,DSL,No,Yes,No,104.17,5208.5,Yes
CUST01435,Female,0,No,No,3,One year,No,Electronic check,DSL,No,Yes,No,38.37,115.11,No
CUST01436,Female,0,Yes,No,12,One year,Yes,Electronic check,DSL,No,Yes,Yes,107.88,1294.56,No
CUST01437,Female,0,No,Yes,65,Two year,No,Electronic check,Fiber optic,No,No,Yes,72.63,4720.95,Yes
CUST01438,Male,0,Yes,Yes,27,Month-to-month,Yes,Mailed check,Fiber optic,No,Yes,No,34.41,929.07,Yes
CUST01439,Female,0,No,No,50,Month-to-month,Yes,Electronic check,DSL,Yes,No,No,84.29,4214.5,No
CUST01440,Male,0,Yes,No,17,Month-to-month,Yes,Bank transfer,DSL,Yes,Yes,No,72.01,1224.17,No
CUST01441,Male,0,No,No,32,One year,No,Mailed check,Fiber optic,Yes,No,No,22.82,730.24,No
CUST01442,Female,1,Yes,No,51,Month-to-month,No,Electronic check,Fiber optic,No,No,No,59.92,3055.92,Yes
CUST01443,Female,0,No,Yes,17,Month-to-month,No,Electronic check,Fiber optic,Yes,Yes,No,98.48,1674.16,Yes
CUST01444,Male,0,No,No,34,Month-to-month,Yes,Electronic check,DSL,Yes,No,No,75.54,2568.36,Yes
CUST01445,Male,0,Yes,Yes,35,Month-to-month,Yes,Bank transfer,Fiber optic,No,Yes,No,48.2,1687.0,Yes
CUST01446,Male,0,Yes,No,24,Month-to-month,No,Electronic check,DSL,Yes,Yes,No,112.86,2708.64,No
CUST01447,Female,0,Yes,No,54,Month-to-month,No,Bank transfer,Fiber optic,No,No,Yes,43.78,2364.12,Yes
CUST01448,Female,0,Yes,No,18,Two year,No,Mailed check,DSL,Yes,Yes,No,45.27,814.86,No
CUST01449,Female,0,Yes,Yes,50,One year,No,Electronic check,DSL,No,No,No,55.46,2773.0,No
CUST01450,Female,0,No,No,46,Month-to-month,Yes,Credit card,Fiber optic,No,No,No,109.45,5034.7,Yes
CUST01451,Female,0,Yes,No,48,One year,No,Credit card,Fiber optic,No,Yes,No,70.76,3396.48,Yes
CUST01452,Male,0,Yes,Yes,33,One year,No,Bank transfer,Fiber optic,Yes,No,Yes,88.22,2911.26,Yes
CUST01453,Female,1,No,No,27,Month-to-month,Yes,Electronic check,No,No,No,No,117.63,3176.01,Yes
CUST01454,Male,0,Yes,Yes,1,Month-to-month,No,Electronic check,DSL,Yes,Yes,No,98.33,98.33,No
CUST01455,Male,0,Yes,No,59,One year,No,Credit card,Fiber optic,Yes,No,No,37.26,2198.34,No
CUST01456,Male,1,Yes,Yes,10,Month-to-month,No,Mailed check,Fiber optic,No,No,No,98.84,988.4,Yes
CUST01457,Female,1,No,Yes,25,One year,Yes,Mailed check,Fiber optic,Yes,No,No,94.83,2370.75,Yes
CUST01458,Female,0,Yes,Yes,57,Month-to-month,Yes,Bank transfer,Fiber optic,Yes,No,Yes,43.26,2465.82,Yes
CUST01459,Female,0,No,No,66,Month-to-month,No,Credit card,Fiber optic,Yes,Yes,No,52.53,3466.98,No
CUST01460,Male,0,No,Yes,15,Two year,Yes,Bank transfer,Fiber optic,No,Yes,No,91.01,1365.15,No
CUST01461,Male,0,Yes,Yes,28,Month-to-month,No,Bank transfer,Fiber optic,Yes,Yes,No,43.84,1227.52,Yes
CUST01462,Male,0,No,No,13,One year,No,Mailed check,No,Yes,Yes,Yes,40.82,530.66,No
CUST01463,Male,0,Yes,Yes,14,Month-to-month,Yes,Credit card,DSL,Yes,Yes,Yes,90.35,1264.9,Yes
CUST01464,Male,0,Yes,No,66,Month-to-month,No,Bank transfer,Fiber optic,Yes,Yes,Yes,108.06,7131.96,Yes
CUST01465,Male,0,Yes,No,34,Month-to-month,Yes,Mailed check,No,Yes,No,Yes,27.5,935.0,Yes
